record_type,champion,enemy_champion,pool,rank,score,global_logit_mean,champion_effect_logit,champion_effect_odds_ratio,enemy_effect_logit,residual_logit,observed_winrate,residual_adjusted_winrate,games
matchup_residual,Yone,Naafiri,,,,-0.00010388924123867172,-0.06497406654782428,0.9370917650867626,-0.015509449434909613,0.2603396646881566,0.5448174555347903,0.560878047224317,1126.0
matchup_residual,Naafiri,Aurelion Sol,,,,-0.00010388924123867172,0.015484975701207479,1.0156054891833592,-0.04856071124375247,0.25927134462742724,0.556283378667095,0.5524579307208253,646.0
matchup_residual,Jayce,Pantheon,,,,-0.00010388924123867172,-0.006556240351108783,0.9934652049003264,-0.07326495232357784,0.254858429084381,0.5436221509104222,0.5452482642917378,49.0
matchup_residual,Diana,Smolder,,,,-0.00010388924123867172,0.042463733839542925,1.0433782163657142,0.10912713574844224,0.2539471812578141,0.5999925728161511,0.5897593001976206,250.0
matchup_residual,Taliyah,Pantheon,,,,-0.00010388924123867172,-0.06366609207428169,0.9383182591314574,-0.07326495232357784,0.249449807558371,0.5280741600317579,0.5439068575378412,78.0
matchup_residual,Swain,Sion,,,,-0.00010388924123867172,0.020884413453828944,1.0211040189293341,-0.10574928846678429,0.2452590892708607,0.5399870024282645,0.5347951453726416,100.0
matchup_residual,Sion,Pantheon,,,,-0.00010388924123867172,0.10570060944394147,1.1114890573606262,-0.07326495232357784,0.24205414187779833,0.5681693209412096,0.5420716109947342,76.0
matchup_residual,Hwei,Malphite,,,,-0.00010388924123867172,0.006166897672713353,1.0061859521350018,-0.05340514980661537,0.2393629473596609,0.5478582394086318,0.5463301935812611,161.0
matchup_residual,Swain,Vex,,,,-0.00010388924123867172,0.020884413453828944,1.0211040189293341,-0.04048516559835517,0.2376447353642087,0.5542703826558737,0.5491051230278243,241.0
matchup_residual,Irelia,Brand,,,,-0.00010388924123867172,-0.009667534818388354,0.9903790455696515,-0.021553332946537933,0.2367517409325109,0.5511768992925838,0.5535672617385948,203.0
matchup_residual,Malphite,Zed,,,,-0.00010388924123867172,0.05360487618608717,1.0550676374353203,0.015409945361691225,0.23086831583980222,0.5743885512995975,0.5612346605559626,2005.0
matchup_residual,Azir,Sion,,,,-0.00010388924123867172,-0.13642608122040106,0.8724708098535967,-0.10574928846678429,0.2294332285905312,0.4967885365785124,0.5308557535488009,214.0
matchup_residual,Naafiri,Xerath,,,,-0.00010388924123867172,0.015484975701207479,1.0156054891833592,-0.06589238969182529,0.2257157622194992,0.5436894121728175,0.5398452015160745,1090.0
matchup_residual,Akshan,Yone,,,,-0.00010388924123867172,0.021019594681530408,1.0212420623544536,0.06476020994339962,0.22564347259746642,0.5772072760595415,0.5720695257102416,1137.0
matchup_residual,Smolder,Sion,,,,-0.00010388924123867172,-0.10905167423607373,0.8966840808361632,-0.10574928846678429,0.22500142988832522,0.5025241230434819,0.5297518741443252,99.0
matchup_residual,Morgana,Pantheon,,,,-0.00010388924123867172,0.030346204781820686,1.030811344001729,-0.07326495232357784,0.2225600811596884,0.544764182728753,0.5372287822348165,34.0
matchup_residual,Ahri,Sion,,,,-0.00010388924123867172,0.020774636495361917,1.0209919313882847,-0.10574928846678429,0.2184215730621492,0.5332864521351107,0.5281124192262816,830.0
matchup_residual,Lissandra,Naafiri,,,,-0.00010388924123867172,0.05720284728573961,1.0588705776349105,-0.015509449434909613,0.2168523733648154,0.5642532333796748,0.5501406599576479,1029.0
matchup_residual,Akshan,Cassiopeia,,,,-0.00010388924123867172,0.021019594681530408,1.0212420623544536,0.004724308118836378,0.21140909935849198,0.5589863219001248,0.5537983170863888,324.0
matchup_residual,Cho'Gath,Diana,,,,-0.00010388924123867172,-0.015808502804964424,0.9843157957223384,-0.042402001886481994,0.21130154839039908,0.5381723654023742,0.5420990047708862,175.0
matchup_residual,Aurora,Sion,,,,-0.00010388924123867172,-0.020882653726615175,0.9793338790080383,-0.10574928846678429,0.2097541215200352,0.5207426606250772,0.5259518933834888,261.0
matchup_residual,Irelia,Vel'Koz,,,,-0.00010388924123867172,-0.009667534818388354,0.9903790455696515,-0.027283354652505237,0.20975026056866097,0.5430668890253408,0.5454648247445018,202.0
matchup_residual,Mel,Malphite,,,,-0.00010388924123867172,-0.07689502265869425,0.9259870561636127,-0.05340514980661537,0.20768054573075717,0.5193095128165885,0.5384667143623454,289.0
matchup_residual,Orianna,Smolder,,,,-0.00010388924123867172,-0.08284497526562067,0.9204938354720766,0.10912713574844224,0.20702538191595318,0.558038122888544,0.5783609719392048,262.0
matchup_residual,Aurelion Sol,Nasus,,,,-0.00010388924123867172,0.048585745264824266,1.0497853820868885,-0.05387590091270164,0.206851765570717,0.5501947810668791,0.5381437383470843,149.0
matchup_residual,Vel'Koz,Veigar,,,,-0.00010388924123867172,0.02732536216381351,1.027702123759581,-0.04126479212685607,0.20614842679879888,0.5478791216415273,0.5411019770952548,537.0
matchup_residual,Azir,Jayce,,,,-0.00010388924123867172,-0.13642608122040106,0.8724708098535967,0.006700398344485631,0.20392642690546456,0.5185157429891338,0.5524372092224196,116.0
matchup_residual,Smolder,Talon,,,,-0.00010388924123867172,-0.10905167423607373,0.8966840808361632,0.05507029960022916,0.20390131056738303,0.5373841144189389,0.5643579321846203,114.0
matchup_residual,Mel,Vex,,,,-0.00010388924123867172,-0.07689502265869425,0.9259870561636127,-0.04048516559835517,0.20379356176846378,0.5215639862970005,0.5407108033886182,1616.0
matchup_residual,Swain,Nasus,,,,-0.00010388924123867172,0.020884413453828944,1.0211040189293341,-0.05387590091270164,0.203314353161096,0.5424522907559013,0.5372644142540006,53.0
matchup_residual,Aurelion Sol,Smolder,,,,-0.00010388924123867172,0.048585745264824266,1.0497853820868885,0.10912713574844224,0.2010011419183589,0.5887039450300082,0.5768912140589163,255.0
matchup_residual,Orianna,Pantheon,,,,-0.00010388924123867172,-0.08284497526562067,0.9204938354720766,-0.07326495232357784,0.1996998020909484,0.5108697834444017,0.5315408033004714,221.0
matchup_residual,Lux,Nasus,,,,-0.00010388924123867172,0.03121193199898607,1.0317041318375977,-0.05387590091270164,0.19785185227083088,0.5436595257367178,0.5359061013435197,152.0
matchup_residual,Hwei,Nasus,,,,-0.00010388924123867172,0.006166897672713353,1.0061859521350018,-0.05387590091270164,0.19771473671747813,0.5374054438287514,0.5358719990633082,194.0
matchup_residual,Pantheon,Irelia,,,,-0.00010388924123867172,0.07342379670799826,1.0761865245911544,0.00958166297326287,0.19727950508897946,0.5695906164584237,0.5515059664225788,209.0
matchup_residual,Malphite,Taliyah,,,,-0.00010388924123867172,0.05360487618608717,1.0550676374353203,0.06383018736234583,-0.41286623189180194,0.42664933657101933,0.413591000428471,50.0
matchup_residual,Malzahar,Sion,,,,-0.00010388924123867172,0.04134194825707745,1.0422084259752062,-0.10574928846678429,-0.3627390313749538,0.39478313469078574,0.38494950291699404,1240.0
matchup_residual,Sion,Yone,,,,-0.00010388924123867172,0.10570060944394147,1.1114890573606262,0.06476020994339962,-0.3526695037177508,0.45454768179156385,0.4284903421885826,439.0
matchup_residual,Aurelion Sol,Yone,,,,-0.00010388924123867172,0.048585745264824266,1.0497853820868885,0.06476020994339962,-0.3260970022733166,0.4469862736730873,0.43500958979286486,1663.0
matchup_residual,Sion,Brand,,,,-0.00010388924123867172,0.10570060944394147,1.1114890573606262,-0.021553332946537933,-0.323403485386555,0.44044405050983876,0.41458069685077875,68.0
matchup_residual,Naafiri,Malphite,,,,-0.00010388924123867172,0.015484975701207479,1.0156054891833592,-0.05340514980661537,-0.3014025688928507,0.41594876166846534,0.4121918778397573,263.0
matchup_residual,Swain,Katarina,,,,-0.00010388924123867172,0.020884413453828944,1.0211040189293341,-0.010981042988846489,-0.2965293906382524,0.42880462719867063,0.42369716214797914,462.0
matchup_residual,Malphite,Sylas,,,,-0.00010388924123867172,0.05360487618608717,1.0550676374353203,0.03542895620365122,-0.29023294740644945,0.44984350852580063,0.4366158733997809,778.0
matchup_residual,Lissandra,Morgana,,,,-0.00010388924123867172,0.05720284728573961,1.0588705776349105,-0.030859088135356386,-0.2856745172518668,0.43550268947756154,0.4214954340383736,272.0
matchup_residual,Galio,Hwei,,,,-0.00010388924123867172,-0.024171692684936536,0.9761181030319719,-0.0059705897113546845,-0.27784841227846285,0.42357989732444407,0.42949229055952387,1064.0
matchup_residual,Cho'Gath,Ekko,,,,-0.00010388924123867172,-0.015808502804964424,0.9843157957223384,-0.011175203552998699,-0.27448766506867783,0.4251724428569012,0.42904054924157253,154.0
matchup_residual,Cho'Gath,Ryze,,,,-0.00010388924123867172,-0.015808502804964424,0.9843157957223384,0.1148973263617576,-0.27129436975942217,0.4570289081470817,0.4609544281030441,156.0
matchup_residual,Malphite,Vladimir,,,,-0.00010388924123867172,0.05360487618608717,1.0550676374353203,0.014516271734712153,-0.26955934852600155,0.4497843392998109,0.4365570634318677,149.0
matchup_residual,Kassadin,Nasus,,,,-0.00010388924123867172,-0.0038501758678883163,0.99615722655596,-0.05387590091270164,-0.26670000040186526,0.4195721587672663,0.42051008662302675,155.0
matchup_residual,Pantheon,Smolder,,,,-0.00010388924123867172,0.07342379670799826,1.0761865245911544,0.10912713574844224,-0.26053863994862636,0.48048701614060324,0.4621934507910743,54.0
matchup_residual,Naafiri,Yone,,,,-0.00010388924123867172,0.015484975701207479,1.0156054891833592,0.06476020994339962,-0.25991065584211115,0.45517830382190283,0.45134090904389057,1126.0
matchup_residual,Aurelion Sol,Naafiri,,,,-0.00010388924123867172,0.048585745264824266,1.0497853820868885,-0.015509449434909613,-0.2590923610749991,0.4437096521255401,0.43175221935342706,646.0
matchup_residual,Pantheon,Jayce,,,,-0.00010388924123867172,0.07342379670799826,1.0761865245911544,0.006700398344485631,-0.25509429558713015,0.4563429562795496,0.4381932795288995,49.0
matchup_residual,Smolder,Diana,,,,-0.00010388924123867172,-0.10905167423607373,0.8966840808361632,-0.042402001886481994,-0.2539384894395119,0.3999925728161512,0.42642691312468073,250.0
matchup_residual,Pantheon,Taliyah,,,,-0.00010388924123867172,0.07342379670799826,1.0761865245911544,0.06383018736234583,-0.24968217073336224,0.4718966319418702,0.45364453432806356,78.0
matchup_residual,Sion,Swain,,,,-0.00010388924123867172,0.10570060944394147,1.1114890573606262,-0.021085623172623746,-0.24490607238280482,0.4599870024282645,0.4338658732168759,100.0
matchup_residual,Pantheon,Sion,,,,-0.00010388924123867172,0.07342379670799826,1.0761865245911544,-0.10574928846678429,-0.24207692746825613,0.43180113912302787,0.41388445501544874,76.0
matchup_residual,Malphite,Hwei,,,,-0.00010388924123867172,0.05360487618608717,1.0550676374353203,-0.0059705897113546845,-0.2396316188649362,0.45212184094119884,0.4388806554043532,161.0
matchup_residual,Vex,Swain,,,,-0.00010388924123867172,0.04052431852286419,1.0413566336497009,-0.021085623172623746,-0.2373366130115393,0.44571437092566835,0.43572605366694017,241.0
matchup_residual,Brand,Irelia,,,,-0.00010388924123867172,0.021611573854738095,1.021846795363184,0.00958166297326287,-0.2365856924448675,0.44880594219687425,0.44346580511644423,203.0
matchup_residual,Zed,Malphite,,,,-0.00010388924123867172,-0.01565349095191053,0.9844683881643366,-0.05340514980661537,-0.23062682117009475,0.4256089788530417,0.4294401078371951,2005.0
matchup_residual,Sion,Azir,,,,-0.00010388924123867172,0.10570060944394147,1.1114890573606262,0.1365130467882335,-0.2293299690362245,0.5031949060052641,0.4767864973759829,214.0
matchup_residual,Xerath,Naafiri,,,,-0.00010388924123867172,0.06584550901918089,1.0680616985199956,-0.015509449434909613,-0.22545423952570134,0.45630621889550665,0.440023279662694,1090.0
matchup_residual,Yone,Akshan,,,,-0.00010388924123867172,-0.06497406654782428,0.9370917650867626,-0.02093044281943023,-0.225328211777375,0.4227885210069951,0.438719002593664,1137.0
matchup_residual,Sion,Smolder,,,,-0.00010388924123867172,0.10570060944394147,1.1114890573606262,0.10912713574844224,-0.22492493967567334,0.49744975118418544,0.4710569692556802,99.0
matchup_residual,Pantheon,Morgana,,,,-0.00010388924123867172,0.07342379670799826,1.0761865245911544,-0.030859088135356386,-0.2221547136795623,0.45519701854964856,0.43705627843080436,34.0
matchup_residual,Sion,Ahri,,,,-0.00010388924123867172,0.10570060944394147,1.1114890573606262,-0.02064904753474034,-0.21831316549386776,0.46670795751145483,0.4405165079659381,830.0
matchup_residual,Naafiri,Lissandra,,,,-0.00010388924123867172,0.015484975701207479,1.0156054891833592,-0.05736194498573936,-0.21647975270634634,0.43574216163476787,0.431938716800901,1029.0
matchup_residual,Diana,Cho'Gath,,,,-0.00010388924123867172,0.042463733839542925,1.0433782163657142,0.015950481266278387,-0.21137354612837644,0.4618087290387378,0.4512734006808509,175.0
matchup_residual,Cassiopeia,Akshan,,,,-0.00010388924123867172,-0.004907450873068255,0.9951045709903598,-0.02093044281943023,-0.21115706982476645,0.44100141623974737,0.4422115448847516,324.0
matchup_residual,Vel'Koz,Irelia,,,,-0.00010388924123867172,0.02732536216381351,1.027702123759581,0.00958166297326287,-0.20956799396942383,0.45691589564785734,0.4501436717839874,202.0
matchup_residual,Sion,Aurora,,,,-0.00010388924123867172,0.10570060944394147,1.1114890573606262,0.0207767776687502,-0.20944949430642862,0.4792429376333876,0.4529455041515606,261.0
matchup_residual,Malphite,Mel,,,,-0.00010388924123867172,0.05360487618608717,1.0550676374353203,0.07700337512434186,-0.20783438644962615,0.48067712207108715,0.4673129602634338,289.0
matchup_residual,Smolder,Orianna,,,,-0.00010388924123867172,-0.10905167423607373,0.8966840808361632,0.08287238905903281,-0.2069787113730415,0.4419475151537373,0.4689873093015215,262.0
matchup_residual,Nasus,Aurelion Sol,,,,-0.00010388924123867172,0.054025261105417555,1.0555112651996492,-0.04856071124375247,-0.20690275046686732,0.4497843392998109,0.4364536620132275,149.0
matchup_residual,Veigar,Vel'Koz,,,,-0.00010388924123867172,0.04130329141728519,1.0421681382697559,-0.027283354652505237,-0.20605410426337684,0.45211271661797947,0.441903254828024,537.0
matchup_residual,Jayce,Azir,,,,-0.00010388924123867172,-0.006556240351108783,0.9934652049003264,0.1365130467882335,-0.20404618267625696,0.48146018743357827,0.4830971870958785,116.0
matchup_residual,Talon,Smolder,,,,-0.00010388924123867172,-0.054981607514526076,0.94650255632791,0.10912713574844224,-0.20395541045413385,0.4625915910544528,0.4762847667076485,114.0
matchup_residual,Vex,Mel,,,,-0.00010388924123867172,0.04052431852286419,1.0413566336497009,0.07700337512434186,-0.2037454302108433,0.4784329839659982,0.468330965152182,1616.0
matchup_residual,Nasus,Swain,,,,-0.00010388924123867172,0.054025261105417555,1.0555112651996492,-0.021085623172623746,-0.20319163521718073,0.4575137286643981,0.44413888615472275,53.0
matchup_residual,Smolder,Aurelion Sol,,,,-0.00010388924123867172,-0.10905167423607373,0.8966840808361632,-0.04856071124375247,-0.20095434355380837,0.4112814098187406,0.4379172921947625,255.0
matchup_residual,Pantheon,Orianna,,,,-0.00010388924123867172,0.07342379670799826,1.0761865245911544,0.08287238905903281,-0.1997430978689073,0.4891140202045262,0.47078965013313306,221.0
matchup_residual,Nasus,Hwei,,,,-0.00010388924123867172,0.054025261105417555,1.0555112651996492,-0.0059705897113546845,-0.19792375977158042,0.4625768724001799,0.4491765708022512,194.0
matchup_residual,Nasus,Lux,,,,-0.00010388924123867172,0.054025261105417555,1.0555112651996492,-0.03131648843326812,-0.1977720361640263,0.45631984319703534,0.44295140442749964,152.0
matchup_residual,Irelia,Pantheon,,,,-0.00010388924123867172,-0.009667534818388354,0.9903790455696515,-0.07326495232357784,-0.19721333029203647,0.4303925582059965,0.4327641782787427,209.0
